date,team1,team2,venue,toss_winner,toss_decision,match_type,season,winner
2025-09-20,Sri Lanka,Bangladesh,Dubai International Cricket Stadium,Bangladesh,field,T20,2025,Bangladesh
2025-09-21,Pakistan,India,Dubai International Cricket Stadium,India,field,T20,2025,India
2025-09-21,Ireland,England,"The Village, Malahide, Dublin",England,field,T20,2025,England
2025-09-23,Sri Lanka,Pakistan,"Zayed Cricket Stadium, Abu Dhabi",Pakistan,field,T20,2025,Pakistan
2025-09-24,India,Bangladesh,Dubai International Cricket Stadium,Bangladesh,field,T20,2025,India
2025-09-25,Pakistan,Bangladesh,Dubai International Cricket Stadium,Bangladesh,field,T20,2025,Pakistan
2025-09-26,Uganda,Zimbabwe,Harare Sports Club,Uganda,bat,T20,2025/26,Zimbabwe
2025-09-26,Namibia,Kenya,Harare Sports Club,Kenya,field,T20,2025/26,Namibia
2025-09-26,India,Sri Lanka,Dubai International Cricket Stadium,Sri Lanka,field,T20,2025,No Result
2025-09-26,Malawi,Nigeria,"Takashinga Sports Club, Highfield, Harare",Nigeria,field,T20,2025/26,Nigeria
2025-09-26,Botswana,Tanzania,"Takashinga Sports Club, Highfield, Harare",Botswana,bat,T20,2025/26,Tanzania
2025-09-27,Nepal,West Indies,Sharjah Cricket Stadium,West Indies,field,T20,2025,Nepal
2025-09-28,Namibia,Nigeria,Harare Sports Club,Nigeria,field,T20,2025/26,Namibia
2025-09-28,Tanzania,Uganda,"Takashinga Sports Club, Highfield, Harare",Uganda,field,T20,2025/26,Tanzania
2025-09-28,Zimbabwe,Botswana,Harare Sports Club,Botswana,field,T20,2025/26,Zimbabwe
2025-09-28,Malawi,Kenya,"Takashinga Sports Club, Highfield, Harare",Malawi,bat,T20,2025/26,Malawi
2025-09-28,Pakistan,India,Dubai International Cricket Stadium,India,field,T20,2025,India
2025-09-29,Nepal,West Indies,Sharjah Cricket Stadium,Nepal,bat,T20,2025,Nepal
2025-09-29,Kuwait,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Oman,field,T20,2025/26,Oman
2025-09-30,Nepal,West Indies,Sharjah Cricket Stadium,West Indies,field,T20,2025,West Indies
2025-09-30,Nigeria,Kenya,"Takashinga Sports Club, Highfield, Harare",Nigeria,bat,T20,2025/26,Kenya
2025-09-30,Malawi,Namibia,Harare Sports Club,Malawi,bat,T20,2025/26,Namibia
2025-09-30,Botswana,Uganda,"Takashinga Sports Club, Highfield, Harare",Uganda,field,T20,2025/26,Uganda
2025-09-30,Zimbabwe,Tanzania,Harare Sports Club,Tanzania,field,T20,2025/26,Zimbabwe
2025-10-01,New Zealand,Australia,"Bay Oval, Mount Maunganui",Australia,field,T20,2025/26,Australia
2025-10-02,Afghanistan,Bangladesh,es / 1st T20I (N) -Afghanistan v Bangladesh T20I Series 2025 1st T20I (N) -Afghanistan v Bangladesh T20I Series 2025 T20I 1ST Sharjah Cricket Stadium,,,T20,2025,Bangladesh
2025-10-02,Uganda,Malawi,"Takashinga Sports Club, Highfield, Harare",Uganda,bat,T20,2025/26,Uganda
2025-10-02,Nigeria,Botswana,"Takashinga Sports Club, Highfield, Harare",Nigeria,bat,T20,2025/26,Nigeria
2025-10-02,Kenya,Zimbabwe,Harare Sports Club,Kenya,bat,T20,2025/26,Zimbabwe
2025-10-02,Namibia,Tanzania,Harare Sports Club,Tanzania,field,T20,2025/26,Namibia
2025-10-03,Afghanistan,Bangladesh,es / 2nd T20I (N) -Afghanistan v Bangladesh T20I Series 2025 2nd T20I (N) -Afghanistan v Bangladesh T20I Series 2025 T20I 2ND Sharjah Cricket Stadium,,,T20,2025,Bangladesh
2025-10-03,Australia,New Zealand,"Bay Oval, Mount Maunganui",New Zealand,field,T20,2025/26,No Result
2025-10-04,New Zealand,Australia,"Bay Oval, Mount Maunganui",Australia,field,T20,2025/26,Australia
2025-10-04,Kenya,Tanzania,Harare Sports Club,Tanzania,field,T20,2025/26,Kenya
2025-10-04,Malawi,Botswana,"Takashinga Sports Club, Highfield, Harare",Malawi,bat,T20,2025/26,Malawi
2025-10-04,Uganda,Nigeria,"Takashinga Sports Club, Highfield, Harare",Uganda,bat,T20,2025/26,Uganda
2025-10-04,Namibia,Zimbabwe,Harare Sports Club,Zimbabwe,field,T20,2025/26,Zimbabwe
2025-10-05,Afghanistan,Bangladesh,es / 3rd T20I (N) -Afghanistan v Bangladesh T20I Series 2025 3rd T20I (N) -Afghanistan v Bangladesh T20I Series 2025 T20I 3RD Sharjah Cricket Stadium,,,T20,2025,Bangladesh
2025-10-08,Samoa,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Oman,field,T20,2025/26,Oman
2025-10-08,Qatar,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Qatar,bat,T20,2025/26,United Arab Emirates
2025-10-08,Nepal,Kuwait,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Kuwait,field,T20,2025/26,Nepal
2025-10-09,Kuwait,Japan,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Japan,field,T20,2025/26,Japan
2025-10-09,Papua New Guinea,Samoa,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Papua New Guinea,bat,T20,2025/26,Samoa
2025-10-09,Malaysia,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Qatar,field,T20,2025/26,Qatar
2025-10-10,Malaysia,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),United Arab Emirates,field,T20,2025/26,United Arab Emirates
2025-10-10,Japan,Nepal,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,field,T20,2025/26,Nepal
2025-10-10,Oman,Papua New Guinea,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Papua New Guinea,field,T20,2025/26,Oman
2025-10-11,South Africa,Namibia,"Namibia Cricket Ground, Windhoek",South Africa,bat,T20,2025/26,Namibia
2025-10-12,Oman,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Qatar,field,T20,2025/26,Oman
2025-10-12,Nepal,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,bat,T20,2025/26,Nepal
2025-10-12,Japan,Samoa,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Samoa,field,T20,2025/26,Japan
2025-10-13,United Arab Emirates,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,bat,T20,2025/26,Oman
2025-10-13,Nepal,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Qatar,field,T20,2025/26,Nepal
2025-10-15,Japan,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Qatar,field,T20,2025/26,Qatar
2025-10-15,United Arab Emirates,Samoa,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Samoa,field,T20,2025/26,United Arab Emirates
2025-10-15,Nepal,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Nepal,bat,T20,2025/26,Nepal
2025-10-16,Japan,United Arab Emirates,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),United Arab Emirates,field,T20,2025/26,United Arab Emirates
2025-10-16,Samoa,Qatar,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Qatar,field,T20,2025/26,Qatar
2025-10-17,Nepal,Samoa,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Samoa,field,T20,2025/26,Nepal
2025-10-17,Japan,Oman,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Oman,field,T20,2025/26,Oman
2025-10-18,Austria,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",Austria,bat,T20,2025/26,Romania
2025-10-18,Romania,Austria,"Moara Vlasiei Cricket Ground, Ilfov County",Austria,field,T20,2025/26,Austria
2025-10-18,England,New Zealand,"Hagley Oval, Christchurch",New Zealand,field,T20,2025/26,No Result
2025-10-19,Austria,Romania,"Moara Vlasiei Cricket Ground, Ilfov County",Romania,field,T20,2025/26,Austria
2025-10-19,Romania,Austria,"Moara Vlasiei Cricket Ground, Ilfov County",Austria,field,T20,2025/26,Austria
2025-10-20,England,New Zealand,"Hagley Oval, Christchurch",New Zealand,field,T20,2025/26,England
2025-10-23,New Zealand,England,"Eden Park, Auckland",England,field,T20,2025/26,No Result
2025-10-27,West Indies,Bangladesh,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",West Indies,bat,T20,2025/26,West Indies
2025-10-28,South Africa,Pakistan,Rawalpindi Cricket Stadium,Pakistan,field,T20,2025/26,South Africa
2025-10-29,West Indies,Bangladesh,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",West Indies,bat,T20,2025/26,West Indies
2025-10-29,India,Australia,"Manuka Oval, Canberra",Australia,field,T20,2025/26,No Result
2025-10-29,Zimbabwe,Afghanistan,babwe T20I Series / 1st T20I -Afghanistan in Zimbabwe T20I Series 2025 1st T20I -Afghanistan in Zimbabwe T20I Series 2025 T20I 1ST Harare Sports Club,,,T20,2025,Afghanistan
2025-10-30,Panama,Mexico,"Sao Fernando Polo and Cricket Club, Campo Sede",Mexico,field,T20,2025/26,No Result
2025-10-31,Bangladesh,West Indies,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",Bangladesh,bat,T20,2025/26,West Indies
2025-10-31,Zimbabwe,Afghanistan,babwe T20I Series / 2nd T20I -Afghanistan in Zimbabwe T20I Series 2025 2nd T20I -Afghanistan in Zimbabwe T20I Series 2025 T20I 2ND Harare Sports Club,,,T20,2025,Afghanistan
2025-10-31,India,Australia,Melbourne Cricket Ground,Australia,field,T20,2025/26,Australia
2025-10-31,Cyprus,Serbia,Happy Valley Ground 2,Cyprus,bat,T20,2025/26,Cyprus
2025-10-31,South Africa,Pakistan,"Gaddafi Stadium, Lahore",Pakistan,field,T20,2025/26,Pakistan
2025-10-31,Cyprus,Serbia,Happy Valley Ground,Cyprus,bat,T20,2025/26,Cyprus
2025-11-01,Serbia,Bulgaria,Happy Valley Ground 2,Bulgaria,field,T20,2025/26,Bulgaria
2025-11-01,South Africa,Pakistan,"Gaddafi Stadium, Lahore",Pakistan,field,T20,2025/26,Pakistan
2025-11-01,Bulgaria,Serbia,Happy Valley Ground 2,Serbia,field,T20,2025/26,Bulgaria
2025-11-02,Australia,India,"Bellerive Oval, Hobart",India,field,T20,2025/26,India
2025-11-02,Cyprus,Bulgaria,Happy Valley Ground 2,Bulgaria,field,T20,2025/26,Cyprus
2025-11-02,Zimbabwe,Afghanistan,babwe T20I Series / 3rd T20I -Afghanistan in Zimbabwe T20I Series 2025 3rd T20I -Afghanistan in Zimbabwe T20I Series 2025 T20I 3RD Harare Sports Club,,,T20,2025,Afghanistan
2025-11-02,Bulgaria,Cyprus,Happy Valley Ground 2,Cyprus,field,T20,2025/26,Cyprus
2025-11-03,Bulgaria,Cyprus,Happy Valley Ground 2,Bulgaria,bat,T20,2025/26,Cyprus
2025-11-03,Bulgaria,Cyprus,Happy Valley Ground 2,Bulgaria,bat,T20,2025/26,Cyprus
2025-11-05,West Indies,New Zealand,"Eden Park, Auckland",New Zealand,field,T20,2025/26,West Indies
2025-11-06,New Zealand,West Indies,"Eden Park, Auckland",West Indies,field,T20,2025/26,New Zealand
2025-11-06,India,Australia,Carrara Oval,Australia,field,T20,2025/26,India
2025-11-06,Timor-Leste,Indonesia,Udayana Cricket Ground,Timor-Leste,bat,T20,2025/26,Indonesia
2025-11-06,Myanmar,Indonesia,Udayana Cricket Ground,Myanmar,bat,T20,2025/26,Indonesia
2025-11-07,Timor-Leste,Myanmar,Udayana Cricket Ground,Timor-Leste,bat,T20,2025/26,Myanmar
2025-11-08,India,Australia,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,field,T20,2025/26,No Result
2025-11-08,Indonesia,Myanmar,Udayana Cricket Ground,Indonesia,bat,T20,2025/26,Indonesia
2025-11-08,Timor-Leste,Indonesia,Udayana Cricket Ground,Indonesia,field,T20,2025/26,Indonesia
2025-11-09,New Zealand,West Indies,"Saxton Oval, Nelson",New Zealand,bat,T20,2025/26,New Zealand
2025-11-09,Timor-Leste,Myanmar,Udayana Cricket Ground,Timor-Leste,bat,T20,2025/26,Myanmar
2025-11-10,West Indies,New Zealand,"Saxton Oval, Nelson",New Zealand,field,T20,2025/26,No Result
2025-11-11,Myanmar,Indonesia,Udayana Cricket Ground,Indonesia,field,T20,2025/26,Indonesia
2025-11-11,Qatar,Afghanistan,"fghanistan in Qatar T20I Series 2025 3rd T20I (D/N) -Afghanistan in Qatar T20I Series 2025 T20I 3RD West End Park International Cricket Stadium, Doha",,,T20,2025,Afghanistan
2025-11-11,Timor-Leste,Indonesia,Udayana Cricket Ground,Timor-Leste,bat,T20,2025/26,Indonesia
2025-11-12,Qatar,Hong Kong,"West End Park International Cricket Stadium, Doha",Qatar,bat,T20,2025/26,Qatar
2025-11-12,Myanmar,Timor-Leste,Udayana Cricket Ground,Myanmar,bat,T20,2025/26,Myanmar
2025-11-13,Timor-Leste,Indonesia,Udayana Cricket Ground,Indonesia,field,T20,2025/26,Indonesia
2025-11-13,Myanmar,Indonesia,Udayana Cricket Ground,Myanmar,bat,T20,2025/26,Indonesia
2025-11-13,Hong Kong,Qatar,University of Doha for Science and Technology,Qatar,field,T20,2025/26,Hong Kong
2025-11-13,West Indies,New Zealand,"University Oval, Dunedin",New Zealand,field,T20,2025/26,New Zealand
2025-11-14,Myanmar,Timor-Leste,Udayana Cricket Ground,Myanmar,bat,T20,2025/26,Myanmar
2025-11-16,United Arab Emirates,Oman,"West End Park International Cricket Stadium, Doha",United Arab Emirates,bat,T20,2025/26,Oman
2025-11-18,Zimbabwe,Pakistan,Rawalpindi Cricket Stadium,Pakistan,field,T20,2025/26,Pakistan
2025-11-18,Bahrain,Indonesia,Udayana Cricket Ground,Indonesia,field,T20,2025/26,Bahrain
2025-11-19,Bahrain,Indonesia,Udayana Cricket Ground,Indonesia,field,T20,2025/26,Bahrain
2025-11-20,Zimbabwe,Sri Lanka,Rawalpindi Cricket Stadium,Sri Lanka,field,T20,2025/26,Zimbabwe
2025-11-21,Indonesia,Bahrain,Udayana Cricket Ground,Bahrain,field,T20,2025/26,Bahrain
2025-11-22,Sri Lanka,Pakistan,Rawalpindi Cricket Stadium,Sri Lanka,bat,T20,2025/26,Pakistan
2025-11-23,Pakistan,Zimbabwe,Rawalpindi Cricket Stadium,Pakistan,bat,T20,2025/26,Pakistan
2025-11-24,Thailand,Malaysia,"Bayuemas Oval, Kuala Lumpur",Malaysia,field,T20,2025/26,No Result
2025-11-25,Bahrain,Malaysia,"Bayuemas Oval, Kuala Lumpur",Malaysia,field,T20,2025/26,Malaysia
2025-11-25,Zimbabwe,Sri Lanka,Rawalpindi Cricket Stadium,Zimbabwe,bat,T20,2025/26,Sri Lanka
2025-11-27,Ireland,Bangladesh,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",Bangladesh,field,T20,2025/26,Ireland
2025-11-27,Thailand,Bahrain,"Bayuemas Oval, Kuala Lumpur",Bahrain,field,T20,2025/26,No Result
2025-11-27,Sri Lanka,Pakistan,Rawalpindi Cricket Stadium,Pakistan,field,T20,2025/26,Sri Lanka
2025-11-28,Brazil,Argentina,"St Albans Club, Buenos Aires",Brazil,bat,T20,2025/26,Argentina
2025-11-29,Brazil,Argentina,"St Albans Club, Buenos Aires",Brazil,bat,T20,2025/26,No Result
2025-11-29,Sri Lanka,Pakistan,Rawalpindi Cricket Stadium,Pakistan,field,T20,2025/26,Pakistan
2025-11-29,Ireland,Bangladesh,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",Ireland,bat,T20,2025/26,Bangladesh
2025-11-30,Argentina,Brazil,"St Albans Club, Buenos Aires",Argentina,bat,T20,2025/26,No Result
2025-11-30,Argentina,Brazil,"St Albans Club, Buenos Aires",Brazil,field,T20,2025/26,Argentina
2025-11-30,Thailand,Bahrain,"Bayuemas Oval, Kuala Lumpur",Bahrain,field,T20,2025/26,Bahrain
2025-12-02,Ireland,Bangladesh,"Bir Sreshtho Flight Lieutenant Matiur Rahman Stadium, Chattogram",Ireland,bat,T20,2025/26,Bangladesh
2025-12-04,Sierra Leone,Rwanda,"Nigeria Cricket Federation Oval 1, Abuja",Rwanda,field,T20,2025/26,Rwanda
2025-12-04,Nigeria,Zambia,"Nigeria Cricket Federation Oval 1, Abuja",Zambia,field,T20,2025/26,Nigeria
2025-12-05,Croatia,Spain,La Manga Club Top Ground,Croatia,bat,T20,2025/26,Spain
2025-12-05,Nigeria,Sierra Leone,"Nigeria Cricket Federation Oval 1, Abuja",Nigeria,bat,T20,2025/26,Nigeria
2025-12-05,Zambia,Rwanda,"Nigeria Cricket Federation Oval 1, Abuja",Rwanda,field,T20,2025/26,Rwanda
2025-12-06,Zambia,Sierra Leone,"Nigeria Cricket Federation Oval 1, Abuja",Zambia,bat,T20,2025/26,Zambia
2025-12-06,Nigeria,Rwanda,"Nigeria Cricket Federation Oval 1, Abuja",Rwanda,field,T20,2025/26,Nigeria
2025-12-06,Spain,Croatia,La Manga Club Top Ground,Spain,bat,T20,2025/26,Spain
2025-12-06,Croatia,Spain,La Manga Club Top Ground,Spain,field,T20,2025/26,Spain
2025-12-07,Spain,Croatia,La Manga Club Top Ground,Spain,bat,T20,2025/26,Spain
2025-12-07,Sierra Leone,Nigeria,"Nigeria Cricket Federation Oval 1, Abuja",Nigeria,field,T20,2025/26,Nigeria
2025-12-07,Zambia,Rwanda,"Nigeria Cricket Federation Oval 1, Abuja",Zambia,bat,T20,2025/26,Rwanda
2025-12-07,Croatia,Spain,La Manga Club Top Ground,Spain,field,T20,2025/26,Spain
2025-12-08,Rwanda,Sierra Leone,"Nigeria Cricket Federation Oval 1, Abuja",Sierra Leone,field,T20,2025/26,Rwanda
2025-12-08,Nigeria,Zambia,"Nigeria Cricket Federation Oval 1, Abuja",Zambia,field,T20,2025/26,Nigeria
2025-12-09,India,South Africa,"Barabati Stadium, Cuttack",South Africa,field,T20,2025/26,India
2025-12-09,Sierra Leone,Zambia,"Nigeria Cricket Federation Oval 1, Abuja",Sierra Leone,bat,T20,2025/26,Zambia
2025-12-09,Bahrain,Bhutan,Gelephu International Cricket Ground,Bhutan,field,T20,2025/26,Bahrain
2025-12-09,Thailand,Indonesia,"Terdthai Cricket Ground, Bangkok",Indonesia,field,T20,2025/26,Indonesia
2025-12-09,Malaysia,Philippines,"Terdthai Cricket Ground, Bangkok",Philippines,field,T20,2025/26,Malaysia
2025-12-09,Rwanda,Nigeria,"Nigeria Cricket Federation Oval 1, Abuja",Nigeria,field,T20,2025/26,Rwanda
2025-12-10,Indonesia,Malaysia,"Terdthai Cricket Ground, Bangkok",Malaysia,field,T20,2025/26,Malaysia
2025-12-10,Philippines,Singapore,"Terdthai Cricket Ground, Bangkok",Philippines,bat,T20,2025/26,Philippines
2025-12-11,Zambia,Rwanda,"Nigeria Cricket Federation Oval 1, Abuja",Rwanda,field,T20,2025/26,Zambia
2025-12-11,Bahrain,Bhutan,Gelephu International Cricket Ground,Bhutan,field,T20,2025/26,Bahrain
2025-12-11,South Africa,India,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",India,field,T20,2025/26,South Africa
2025-12-11,Singapore,Thailand,"Terdthai Cricket Ground, Bangkok",Thailand,field,T20,2025/26,Singapore
2025-12-11,Philippines,Indonesia,"Terdthai Cricket Ground, Bangkok",Philippines,bat,T20,2025/26,Philippines
2025-12-11,Nigeria,Sierra Leone,"Nigeria Cricket Federation Oval 1, Abuja",Nigeria,bat,T20,2025/26,Nigeria
2025-12-12,Bahrain,Bhutan,Gelephu International Cricket Ground,Bhutan,field,T20,2025/26,Bahrain
2025-12-12,Nigeria,Zambia,"Nigeria Cricket Federation Oval 1, Abuja",Nigeria,bat,T20,2025/26,Nigeria
2025-12-12,Rwanda,Sierra Leone,"Nigeria Cricket Federation Oval 1, Abuja",Rwanda,bat,T20,2025/26,Rwanda
2025-12-12,Thailand,Malaysia,"Terdthai Cricket Ground, Bangkok",Malaysia,field,T20,2025/26,Malaysia
2025-12-12,Indonesia,Singapore,"Terdthai Cricket Ground, Bangkok",Singapore,field,T20,2025/26,Singapore
2025-12-13,Bhutan,Bahrain,Gelephu International Cricket Ground,Bahrain,field,T20,2025/26,Bahrain
2025-12-13,Zambia,Sierra Leone,"Nigeria Cricket Federation Oval 1, Abuja",Zambia,bat,T20,2025/26,Sierra Leone
2025-12-13,Nigeria,Rwanda,"Nigeria Cricket Federation Oval 1, Abuja",Nigeria,bat,T20,2025/26,Nigeria
2025-12-13,Thailand,Philippines,"Terdthai Cricket Ground, Bangkok",Philippines,field,T20,2025/26,Philippines
2025-12-13,Singapore,Malaysia,"Terdthai Cricket Ground, Bangkok",Singapore,bat,T20,2025/26,Malaysia
2025-12-14,Nigeria,Rwanda,"Nigeria Cricket Federation Oval 1, Abuja",Nigeria,bat,T20,2025/26,Nigeria
2025-12-14,Zambia,Sierra Leone,"Nigeria Cricket Federation Oval 1, Abuja",Sierra Leone,field,T20,2025/26,Zambia
2025-12-14,South Africa,India,"Himachal Pradesh Cricket Association Stadium, Dharamsala",India,field,T20,2025/26,India
2025-12-19,India,South Africa,"Narendra Modi Stadium, Ahmedabad",South Africa,field,T20,2025/26,India
2025-12-23,Myanmar,Bhutan,Gelephu International Cricket Ground,Bhutan,field,T20,2025/26,Bhutan
2025-12-23,Indonesia,Cambodia,Udayana Cricket Ground,Cambodia,field,T20,2025/26,Indonesia
2025-12-23,Indonesia,Cambodia,Udayana Cricket Ground,Indonesia,bat,T20,2025/26,Indonesia
2025-12-24,Bhutan,Myanmar,Gelephu International Cricket Ground,Myanmar,field,T20,2025/26,Bhutan
2025-12-24,Cambodia,Indonesia,Udayana Cricket Ground,Indonesia,field,T20,2025/26,Indonesia
2025-12-25,Indonesia,Cambodia,Udayana Cricket Ground,Indonesia,bat,T20,2025/26,Indonesia
2025-12-26,Cambodia,Indonesia,Udayana Cricket Ground,Indonesia,field,T20,2025/26,No Result
2025-12-26,Bhutan,Myanmar,Gelephu International Cricket Ground,Myanmar,field,T20,2025/26,Bhutan
2025-12-26,Cambodia,Indonesia,Udayana Cricket Ground,Indonesia,field,T20,2025/26,Indonesia
2025-12-27,Cambodia,Indonesia,Udayana Cricket Ground,Indonesia,field,T20,2025/26,Indonesia
2025-12-27,Cambodia,Indonesia,Udayana Cricket Ground,Cambodia,bat,T20,2025/26,Indonesia
2025-12-27,Bhutan,Myanmar,Gelephu International Cricket Ground,Myanmar,field,T20,2025/26,Bhutan
2025-12-29,Bhutan,Myanmar,Gelephu International Cricket Ground,Bhutan,bat,T20,2025/26,Bhutan
2025-12-29,Cambodia,Indonesia,Udayana Cricket Ground,Indonesia,field,T20,2025/26,Indonesia
2026-01-07,Sri Lanka,Pakistan,Rangiri Dambulla International Stadium,Pakistan,field,T20,2025/26,Pakistan
2026-01-11,Sri Lanka,Pakistan,Rangiri Dambulla International Stadium,Pakistan,field,T20,2025/26,Sri Lanka
2026-01-19,Afghanistan,West Indies,"v West Indies T20I Series 2026 1st T20I-Afghanistan v West Indies T20I Series 2026 T20I 1ST Dubai International Cricket Stadium, United Arab Emirates",,,T20,2026,Afghanistan
2026-01-21,Afghanistan,West Indies,"v West Indies T20I Series 2026 2nd T20I-Afghanistan v West Indies T20I Series 2026 T20I 2ND Dubai International Cricket Stadium, United Arab Emirates",,,T20,2026,Afghanistan
2026-01-21,India,New Zealand,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",New Zealand,field,T20,2025/26,India
2026-01-22,West Indies,Afghanistan,"v West Indies T20I Series 2026 3rd T20I-Afghanistan v West Indies T20I Series 2026 T20I 3RD Dubai International Cricket Stadium, United Arab Emirates",,,T20,2026,West Indies
